,index,Name,Dates,Prices,Link,Filtered
145,186,Open Box - Asus PH-GTX1050TI-4G GeForce GTX 1050 Ti 4GB Gaming Graphics Card,2022-03-17,152.5,https://www.ebay.com/itm/234460217086?epid=28031984310&hash=item3696eafefe:g:zsIAAOSwqodiKmmV,False
146,187,MSI NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card,2022-03-17,169.99,https://www.ebay.com/itm/224888838294?epid=12021678942&hash=item345c6b5896:g:stIAAOSwpJtiMVip,False
147,188,Zotac GeForce 4 GB GTX1050ti Gaming two Fans Tested working Excellent,2022-03-17,199.0,https://www.ebay.com/itm/274951039502?hash=item40045bea0e:g:WDkAAOSwCeBhROj4,False
148,189,"Gigabyte GV-N105TD5-4GD 4GB GDDR5 PCIe Video Card, Clean, Tested [GTX1050 Ti]",2022-03-17,137.5,https://www.ebay.com/itm/203863141519?epid=5026512636&hash=item2f7730ac8f:g:HakAAOSwzpdiKkrv,False
149,190,EVGA SUPERCLOCKED GEFORCE GTX 1050Ti  4GB (04G-P4-6253-KR),2022-03-17,123.0,https://www.ebay.com/itm/194905996201?epid=20003297363&hash=item2d614d7ba9:g:fFoAAOSwZlxiKj1V,False
152,195,Msi GEFORCE GTX 1050 Ti 4GB video card,2022-03-17,175.0,https://www.ebay.com/itm/325094024058?hash=item4bb11d237a:g:kf4AAOSwauBiEXyF,False
153,196,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-17,147.0,https://www.ebay.com/itm/224882774282?epid=5026512636&hash=item345c0ed10a:g:r6sAAOSwTntiLM7X,False
154,197,NVIDIA Dell GeForce GTX 1050TI 4GB GDDR5 Graphics Card,2022-03-17,123.74,https://www.ebay.com/itm/255368050355?hash=item3b751f36b3:g:B8UAAOSwmDFh--77,False
156,199,Nvidia Geforce GTX 1050 Ti 4gb gddr5,2022-03-17,150.0,https://www.ebay.com/itm/304399032454?hash=item46df98a086:g:emcAAOSwSDtiMNJa,False
157,200,PNY GeForce GTX 1050 Ti 4GB Graphic Card ,2022-03-17,125.0,https://www.ebay.com/itm/185333719361?epid=2016432983&hash=item2b26c02141:g:FfkAAOSwDg5iF9zW,False
158,202,EVGA GeForce GTX 1050 Ti FTW 4GB GDDR5 Graphics Card ACX 3.0,2022-03-16,165.0,https://www.ebay.com/itm/373969318470?hash=item57124ef246:g:kWAAAOSwJw9iKXzq,False
159,203,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-16,142.5,https://www.ebay.com/itm/125191438344?epid=18032167986&hash=item1d25fdc008:g:HMQAAOSwFrRiIDPX,False
160,204,Gtx 1050ti,2022-03-16,142.5,https://www.ebay.com/itm/313907749595?hash=item49165c22db:g:SrUAAOSw2KRiKVVm,False
161,205,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-16,170.0,https://www.ebay.com/itm/304400555629?epid=21030523268&hash=item46dfafde6d:g:tA0AAOSwLdFiMlEh,False
162,206,Asus GeForce GTX 1050 Ti 4GB Phoenix Fan Edition PH-GTX1050TI-4G Graphic Card ,2022-03-16,142.5,https://www.ebay.com/itm/304396259705?epid=28031984310&hash=item46df6e5179:g:LwsAAOSwYqZiG-Z2,False
163,207,Zotac GeForce GTX 1050 Ti Mini 4GB GDDR5 ZT-P10510A-10L PCIe Video Graphics Card,2022-03-16,175.0,https://www.ebay.com/itm/284696246120?epid=5050670310&hash=item424937f768:g:jnYAAOSwPUZiK3yA,False
164,208,asus geforce gtx 1050 ti 4gb ,2022-03-16,136.0,https://www.ebay.com/itm/325092673665?hash=item4bb1088881:g:xb8AAOSw7vhiKTB-,False
165,209,EVGA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (04GP46255RX),2022-03-16,157.5,https://www.ebay.com/itm/393979412741?epid=760535328&hash=item5bbb00c105:g:oKUAAOSw6RhiKS-2,False
166,210,MSI NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card,2022-03-16,162.5,https://www.ebay.com/itm/255426816546?epid=12021678942&hash=item3b789fea22:g:F~gAAOSwArliKPao,False
167,213,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-16,145.5,https://www.ebay.com/itm/325092257781?epid=20003297363&hash=item4bb1022ff5:g:7SsAAOSwiMhiKPBj,False
169,215,EVGA GeForce GTX 1050 Ti Superclocked 4GB GDDR5 Gaming Graphics Card,2022-03-16,147.5,https://www.ebay.com/itm/154890783467?epid=20003297363&hash=item241035caeb:g:8g8AAOSwGHJiKN7I,False
170,216,MSI Gaming GeForce GTX 1050 Ti 4GB GDDR5 ,2022-03-16,165.0,https://www.ebay.com/itm/203863740848?hash=item2f7739d1b0:g:TNcAAOSwVc9iKu1-,False
171,217,MSI NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card,2022-03-16,150.0,https://www.ebay.com/itm/255438701759?epid=12021678942&hash=item3b795544bf:g:xBcAAOSwHtliMb4l,False
172,218,"Geforce GTX 1050 ti low profile graphics card, Brand new, Never Used, RRP$330",2022-03-16,195.01,https://www.ebay.com/itm/313905174078?hash=item491634d63e:g:f3IAAOSwZ59iJteg,False
174,220,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-16,150.0,https://www.ebay.com/itm/154902215718?epid=20003297363&hash=item2410e43c26:g:00IAAOSwRLxiMe6i,False
175,222,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-16,177.77,https://www.ebay.com/itm/265587030251?epid=5026512636&hash=item3dd63878eb:g:kSMAAOSwX0xiKS48,False
176,223,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-15,150.0,https://www.ebay.com/itm/313913709840?epid=20003297363&hash=item4916b71510:g:2OsAAOSw9ahiL6Oc,False
177,224,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-15,152.5,https://www.ebay.com/itm/125198771070?epid=20003297363&hash=item1d266da37e:g:W-gAAOSwsjZiLX-L,False
178,225,MSI NVIDIA GeForce GTX 1050 TI Gaming X 4GB GDDR5 Graphics Card,2022-03-15,160.0,https://www.ebay.com/itm/284692976699?hash=item424906143b:g:gC8AAOSwXztiKV41,False
179,226,ASUS GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (PHGTX1050TI4G),2022-03-15,134.88,https://www.ebay.com/itm/265585680193?hash=item3dd623df41:g:f6IAAOSwAT1iKCmq,False
180,227,Msi geforce gtx 1050 ti 4 gb video card,2022-03-15,180.0,https://www.ebay.com/itm/234453362393?hash=item36968266d9:g:0jUAAOSwpvBiBens,False
181,231,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-15,165.5,https://www.ebay.com/itm/284690818358?epid=20003297363&hash=item4248e52536:g:aRcAAOSwx5ZiKAC~,False
184,234,nvidia gtx 1050 ti 4G D5 Graphic,2022-03-15,127.5,https://www.ebay.com/itm/384772552060?hash=item59963b357c:g:HQYAAOSwZNBiKMU4,False
186,238,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-15,130.5,https://www.ebay.com/itm/265585079611?epid=5026512636&hash=item3dd61ab53b:g:es4AAOSwO0liJ5iJ,False
187,239,msi geforce gtx 1050 ti 4 gb video card,2022-03-15,138.0,https://www.ebay.com/itm/384771132890?hash=item5996258dda:g:8fQAAOSw1FtiJ5JW,False
188,240,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-15,185.0,https://www.ebay.com/itm/265584283250?epid=20003297363&hash=item3dd60e8e72:g:B4YAAOSwMzRiJvU8,False
189,241,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-15,192.0,https://www.ebay.com/itm/165372740156?epid=20003297363&hash=item2680fbc23c:g:V-kAAOSwsiNiJqET,False
193,246,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-15,187.5,https://www.ebay.com/itm/284690039900?epid=21030523268&hash=item4248d9445c:g:sn8AAOSwki1iHKLC,False
194,247,ASUS GeForce GTX 1050Ti 4GB,2022-03-15,140.5,https://www.ebay.com/itm/275203986821?hash=item40136f9585:g:fQ0AAOSwcB1iKfeQ,False
195,248,ASUS GeForce GTX 1050Ti 4GB,2022-03-15,137.5,https://www.ebay.com/itm/275203972279?hash=item40136f5cb7:g:lWIAAOSwxgtiKfZX,False
196,249,ASUS GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (PHGTX1050TI4G),2022-03-15,175.0,https://www.ebay.com/itm/353947991993?epid=18036427347&hash=item5268f1bfb9:g:1soAAOSwLORiJI0r,False
197,250,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-14,142.5,https://www.ebay.com/itm/265584165862?epid=18032167986&hash=item3dd60cc3e6:g:SN8AAOSwJGtiHZi6,False
199,252,ZOTAC Geforce GTX 1050 Ti Mini 4GB GDDR5 Gaming Graphic Card (ZT-P10510A-10L),2022-03-14,150.0,https://www.ebay.com/itm/185339592141?epid=27026504454&hash=item2b2719bdcd:g:eMYAAOSwM1liL6wB,False
200,253,EVGA 04G-P4-6255-KR GeForce GTX 1050 TI SSC Gaming 4GB GDDR5 Graphics Card,2022-03-14,155.77,https://www.ebay.com/itm/325089742105?epid=19032163836&hash=item4bb0dbcd19:g:GCQAAOSwa3hiJrTS,False
201,256,"PNY FeForce GTX 1050Ti OC 4GB GDR5 PCIE WORKING , VERY CLEAN!",2022-03-14,167.5,https://www.ebay.com/itm/334355942082?hash=item4dd92acac2:g:tcoAAOSwIiliJpMV,False
202,257,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-14,152.5,https://www.ebay.com/itm/334358316307?epid=5026512636&hash=item4dd94f0513:g:7LkAAOSw6K1iKR93,False
203,258,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 PCI-E Graphics Card (GVN105TD54GD),2022-03-14,157.5,https://www.ebay.com/itm/185329413479?epid=5026512636&hash=item2b267e6d67:g:Xi0AAOSwDe9iJmz8,False
204,259,Asus GeForce GTX 1050ti 4gb Phoenix Fan Edition Graphics Card,2022-03-14,150.0,https://www.ebay.com/itm/353958610430?hash=item526993c5fe:g:j-MAAOSw8ENiLjr6,False
205,260,ASUS GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (PHGTX1050TI4G),2022-03-14,140.5,https://www.ebay.com/itm/325089307649?epid=18036427347&hash=item4bb0d52c01:g:hssAAOSwE3hiJlyE,False
206,261,EVGA 1050ti GeForce GTX SSC GAMING 4GB GDDR5 Graphics Card (04G-P4-6255-KB),2022-03-14,179.0,https://www.ebay.com/itm/403531526085?epid=631607182&hash=item5df45a6fc5:g:XFAAAOSwILdiKoPa,False
207,263,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-13,200.0,https://www.ebay.com/itm/393983671423?epid=21030523268&hash=item5bbb41bc7f:g:xjsAAOSwU8NiLPQR,False
208,264,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-13,179.69,https://www.ebay.com/itm/324986567852?epid=18032167986&hash=item4baab57cac:g:DBQAAOSwaI9h27jF,False
209,265,NVIDIA GTX 1050 Ti 4G Graphic Card,2022-03-13,160.0,https://www.ebay.com/itm/144460072586?hash=item21a27dc68a:g:YdwAAOSwnYhiLhSP,False
210,266,NVIDIA GTX 1050 Ti 4GB GDDR5 Video Graphics Card GPU Gaming Mining 🔥,2022-03-13,142.5,https://www.ebay.com/itm/393978068084?epid=4042376927&hash=item5bbaec3c74:g:A5oAAOSwc69iHaMA,False
211,267,MSI NVIDIA GeForce GTX 1050 Ti Gaming X 4GB GPU GDDR5X (V335-028) GENTLY USED!,2022-03-13,131.5,https://www.ebay.com/itm/304389009937?epid=2111811957&hash=item46deffb211:g:j~QAAOSwO3xiKB9h,False
212,269,GIGABYTE Nvidia GTX 1050 Ti Factory OC Graphics Card,2022-03-13,180.0,https://www.ebay.com/itm/165370019169?epid=18032167986&hash=item2680d23d61:g:OBgAAOSwg9tiJKH5,False
214,271,ZOTAC Geforce GTX 1050 Ti 4GB GDDR5 Gaming Graphic Card lightly used,2022-03-13,170.0,https://www.ebay.com/itm/234462065116?epid=14026724690&hash=item36970731dc:g:SVYAAOSwW2xiK~Sl,False
215,272,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-13,165.0,https://www.ebay.com/itm/255429243926?epid=5026512636&hash=item3b78c4f416:g:xNUAAOSw2XRiKoq5,False
216,273,White GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-13,135.5,https://www.ebay.com/itm/224872513528?epid=18032167986&hash=item345b723ff8:g:GHgAAOSwp9ZiJTTj,False
217,275,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-13,150.0,https://www.ebay.com/itm/334360686154?epid=5026512636&hash=item4dd9732e4a:g:kywAAOSwLSliK6qg,False
218,276,NVIDIA GeForce GTX 1050 Ti 4GB VRAM Graphics Card,2022-03-13,150.0,https://www.ebay.com/itm/294849494210?epid=17020823565&hash=item44a6663cc2:g:5ZkAAOSw60th0iuQ,False
219,278,ASUS Phoenix GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card - Gaming or Mining Card,2022-03-13,199.0,https://www.ebay.com/itm/373963609316?epid=19003115284&hash=item5711f7d4e4:g:JIoAAOSwgEViG76Q,False
220,279,PNY GeForce GTX 1050 TI XLR8 OC 4GB Gaming Graphics Card VCGGTX1050T4XGPB-OC-BB,2022-03-13,179.95,https://www.ebay.com/itm/265592010221?epid=777601009&hash=item3dd68475ed:g:2TsAAOSwh5BiLNEO,False
221,280,MSI GTX1050Ti4GTLP NVIDIA GeForce GTX 1050Ti 4GB GDDR5 Graphics Card,2022-03-13,130.5,https://www.ebay.com/itm/403521826204?epid=20032166712&hash=item5df3c66d9c:g:4OIAAOSwOPZiFDKW,False
222,281,EVGA Nvidia GeForce GTX 1050 Ti SC (Single Fan) Gaming 4GB Graphics Card,2022-03-13,143.84,https://www.ebay.com/itm/115291930476?hash=item1ad7ef3f6c:g:yBcAAOSwnwJiLSYL,False
223,283,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-12,130.0,https://www.ebay.com/itm/304395289308?epid=20003297363&hash=item46df5f82dc:g:E8AAAOSwafpiLXlT,False
224,285,MSI GeForce GTX 1050 Ti 4GB PCI Express 3.0 Graphics Card,2022-03-12,205.0,https://www.ebay.com/itm/265592464609?epid=2305807244&hash=item3dd68b64e1:g:HskAAOSw3bRiK4QK,False
225,287,MSI GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GTX1050TI4GTOC),2022-03-12,133.5,https://www.ebay.com/itm/393973769755?epid=22025879252&hash=item5bbaaaa61b:g:-pYAAOSwvf5iJArh,False
226,288,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-12,140.0,https://www.ebay.com/itm/144447473729?epid=10021692240&hash=item21a1bd8841:g:lz4AAOSw~1RiJAcQ,False
227,289,EVGA GeForce GTX 1050 Ti  4GB GDDR5 Graphics Card (04G-P4-6255-RX),2022-03-12,142.5,https://www.ebay.com/itm/175187964653?epid=760535328&hash=item28ca0432ed:g:jg4AAOSwqwdiI~RK,False
229,291,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-12,162.5,https://www.ebay.com/itm/393973452196?epid=21030523268&hash=item5bbaa5cda4:g:j50AAOSw9XxiI8jb,False
230,292,EVGA NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 GPU (04G-P4-6251-KR) - Card Only,2022-03-12,190.0,https://www.ebay.com/itm/144446848442?hash=item21a1b3fdba:g:Ro8AAOSwFxJiI4wi,False
231,294,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-12,160.0,https://www.ebay.com/itm/384766773083?epid=21030523268&hash=item5995e3075b:g:eZsAAOSwTDNiI410,False
232,296,ASUS GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (PHGTX1050TI4G),2022-03-11,196.5,https://www.ebay.com/itm/313900853539?epid=18036427347&hash=item4915f2e923:g:EtUAAOSwZ29iInQw,False
234,299,MSI Gaming GeForce GTX 1050 Ti 4GB GDDR5,2022-03-11,175.0,https://www.ebay.com/itm/393973922276?hash=item5bbaacf9e4:g:iJgAAOSwdY5iJEol,False
236,303,ASUS Phoenix NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card,2022-03-11,145.5,https://www.ebay.com/itm/313900620524?epid=28031984310&hash=item4915ef5aec:g:fG4AAOSwsvVh5xoV,False
237,305,EVGA GTX 1050 Ti ACX 3.0 FTW 4GB (04G-P4-6258-KR) NVIDIA Video Card,2022-03-11,199.0,https://www.ebay.com/itm/265578928325?hash=item3dd5bcd8c5:g:FZQAAOSwDZph0Jyc,False
238,306,NVIDIA GTX 1050 Ti 4GB GDDR5 Video Graphics Card GPU Gaming Mining 🔥,2022-03-11,160.0,https://www.ebay.com/itm/194900772276?epid=4042376927&hash=item2d60fdc5b4:g:WJ0AAOSw7qViJ~MG,False
239,307,NVIDIA ASUS STRIX GTX 1050ti 4GB,2022-03-11,152.68,https://www.ebay.com/itm/275197104099?hash=item4013068fe3:g:hdcAAOSwh5RiJI6b,False
240,308,Open Box - Gigabyte Geforce GTX 1050 Ti 4GB GDDR5 128 Bit PCI-E Graphic Card,2022-03-11,179.99,https://www.ebay.com/itm/363758892767?epid=5026512636&hash=item54b1b836df:g:k-MAAOSwgg5iJCo8,False
241,309,EVGA GeForce GTX 1050 Ti FTW GAMING 4GB GDDR5 Graphics Card (04G-P4-6258-KR),2022-03-10,197.0,https://www.ebay.com/itm/334355759163?epid=16028670613&hash=item4dd928003b:g:G5oAAOSwYjRiJM7g,False
242,310,ZOTAC Geforce GTX 1050 Ti Mini 4GB GDDR5 Gaming Graphic Card,2022-03-10,150.0,https://www.ebay.com/itm/255429552423?epid=14026724690&hash=item3b78c9a927:g:68AAAOSwXx5iKtar,False
243,311,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-10,175.0,https://www.ebay.com/itm/144452540425?epid=5026512636&hash=item21a20ad809:g:tIAAAOSwywdiJXzd,False
244,312,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-10,177.5,https://www.ebay.com/itm/384764503174?epid=10021692240&hash=item5995c06486:g:2osAAOSwR3hiIX6g,False
245,314,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-10,202.5,https://www.ebay.com/itm/304385739735?hash=item46decdcbd7:g:91AAAOSwNcxh4Zca,False
247,316,MSI GeForce GTX 1050 Ti 4GT OC VIdeo Graphics Card 4GB GDDR5,2022-03-10,169.99,https://www.ebay.com/itm/175194379583?hash=item28ca66153f:g:qqsAAOSwsl5iKh-T,False
248,317,ASUS GeForce GTX 1050Ti 4GB Graphics Card ,2022-03-10,158.5,https://www.ebay.com/itm/325082937325?hash=item4bb073f7ed:g:mqYAAOSwpYNiIVWG,False
249,318,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card,2022-03-10,160.0,https://www.ebay.com/itm/294856884502?epid=4021689123&hash=item44a6d70116:g:NpIAAOSwf8FiKnxr,False
252,321,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-10,130.0,https://www.ebay.com/itm/185319278980?epid=20003297363&hash=item2b25e3c984:g:rV0AAOSw-HRiHTNh,False
253,322,PNY/NVIDIA XLR8 GTX 1050 Ti Gaming OC 4GB GDDR5 128-Bit Video Graphics Card,2022-03-10,127.5,https://www.ebay.com/itm/185323736047?epid=14009503784&hash=item2b2627cbef:g:G5IAAOSwrl9iIRrK,False
254,323,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card GPU,2022-03-10,200.0,https://www.ebay.com/itm/294844074558?epid=18032167986&hash=item44a6138a3e:g:~-gAAOSwgA5hxQVo,False
255,324,MSI GeForce GTX 1050 Ti 4GT OC *FREE SHIPPING*,2022-03-10,174.99,https://www.ebay.com/itm/234459657860?epid=22025879252&hash=item3696e27684:g:yqYAAOSwR4diI8MM,False
256,325,NVIDIA  GTX1050TI 750 550TI 4GB 6GB Computer Graphic Card PCI-Express 2.0 Gaming,2022-03-10,145.47,https://www.ebay.com/itm/384711705672?hash=item59929ac448:g:N~4AAOSwL3xh-g1B,False
257,326,GIGABYTE GeForce GTX 1050 TI OC 4GB GDDR5 Graphics Card,2022-03-10,180.0,https://www.ebay.com/itm/353953484240?epid=18032167986&hash=item5269458dd0:g:OtAAAOSw3HhiKSBL,False
258,327,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-09,147.5,https://www.ebay.com/itm/154879549555?epid=18032167986&hash=item240f8a6073:g:rZcAAOSwmfJiIEcY,False
259,328,Gtx 1050 TI 4GB Expedition Graphics Card,2022-03-09,135.0,https://www.ebay.com/itm/265576293115?hash=item3dd594a2fb:g:06cAAOSwQ6BiIDin,False
260,329,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-09,119.5,https://www.ebay.com/itm/194886224581?epid=5026512636&hash=item2d601fcac5:g:0KkAAOSwKWdiIDI-,False
261,330,MSI NVIDIA GeForce GTX 1050 TI GAMING X 4GB GDDR5 Graphics Card,2022-03-09,150.0,https://www.ebay.com/itm/194903511037?epid=21030523268&hash=item2d61278ffd:g:oAYAAOSwgDViKW04,False
262,331,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-09,140.0,https://www.ebay.com/itm/353952101630?epid=10021692240&hash=item52693074fe:g:J3sAAOSwqR5iKALq,False
263,332,"Lenovo OEM MSI GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-09,137.5,https://www.ebay.com/itm/275191881839?hash=item4012b6e06f:g:tAcAAOSwIRhiICj~,False
264,333,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-09,140.0,https://www.ebay.com/itm/363749634409?epid=18032167986&hash=item54b12af169:g:Fz8AAOSwQ9ViIB1f,False
267,336,ASUS Phoenix NVIDIA GeForce GTX 1050 Ti 4GB GDDR5,2022-03-09,180.0,https://www.ebay.com/itm/165367957131?epid=28031984310&hash=item2680b2c68b:g:X1EAAOSw8SViFQf0,False
268,337,MSI Gaming GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX,2022-03-09,205.0,https://www.ebay.com/itm/334340512021?epid=10021692240&hash=item4dd83f5915:g:6SkAAOSwMIBiGQla,False
269,339,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-09,140.0,https://www.ebay.com/itm/255426457910?epid=10021692240&hash=item3b789a7136:g:7JgAAOSwo6liKPM7,False
271,341,Dell Nvidia GeForce GTX 1050 Ti 4GB GDDR5 Video Gaming Graphics Card,2022-03-09,175.5,https://www.ebay.com/itm/334357415897?hash=item4dd94147d9:g:8QkAAOSw9jRiKDq~,False
272,342,MSI Nvidia GeForce GTX 1050 Ti 4GT OC Edition 4GB GDDR5 V809-2277R - KTT1320,2022-03-09,177.5,https://www.ebay.com/itm/334352260890?epid=585392849&hash=item4dd8f29f1a:g:ssEAAOSwC-hiInUX,False
273,343,MSI NVIDIA GeForce GTX 1050 TI 4GB GDDR5 Graphics Card,2022-03-09,138.25,https://www.ebay.com/itm/175186444043?epid=21030523268&hash=item28c9ecff0b:g:B~UAAOSwAdNiImE2,False
274,344,MSI GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GTX1050TI4GTOC),2022-03-09,152.5,https://www.ebay.com/itm/165364044921?epid=22025879252&hash=item2680771479:g:e3oAAOSwQHhiH7bg,False
276,346,PNY GeForce GTX 1050 Ti 4GB Gaming Graphics Card - Black (VCGGTX1050T4PB),2022-03-09,184.99,https://www.ebay.com/itm/334354942679?epid=2016432983&hash=item4dd91b8ad7:g:H1UAAOSwnCRiJagO,False
277,347,GIGABYTE GeForce GTX 1050 TI Windforce OC 4GB GDDR5 Graphics Card,2022-03-08,127.48,https://www.ebay.com/itm/154877827455?epid=18032167986&hash=item240f70197f:g:1X8AAOSwc19iHu1L,False
278,348,EVGA GeForce GTX 1050 Ti FTW GAMING 4GB GDDR5 Graphics Card (04G-P4-6258-KR),2022-03-08,199.99,https://www.ebay.com/itm/175188927849?hash=item28ca12e569:g:-pUAAOSwQ7liJQ2X,False
279,349,USED Gigabyte Geforce GTX 1050 Ti 4GB GDDR5 128 Bit PCI-E Graphic Card,2022-03-08,187.5,https://www.ebay.com/itm/304379270472?epid=5026512636&hash=item46de6b1548:g:Jw4AAOSw5rZh0b3G,False
280,350,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-08,140.0,https://www.ebay.com/itm/125177047725?epid=5026512636&hash=item1d25222aad:g:uwoAAOSw9bJiFaCm,False
281,351,"EVGA GeForce GTX 1050 TI SC Gaming (4GB, GDDR5 Graphics Card)",2022-03-08,152.5,https://www.ebay.com/itm/304379083153?epid=20003297363&hash=item46de683991:g:kUsAAOSwVRhiHqaZ,False
282,352,MSI GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GTX1050TI4GTOC),2022-03-08,156.49,https://www.ebay.com/itm/175182259708?epid=22025879252&hash=item28c9ad25fc:g:lAkAAOSwSzxiGUFa,False
284,354,MSI GeForce 4GB (GTX 1050 TI GAMING X 4G) Graphics Card,2022-03-08,185.5,https://www.ebay.com/itm/194882385791?epid=10021692240&hash=item2d5fe5377f:g:JqIAAOSwyR9iCup6,False
285,356,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-07,150.0,https://www.ebay.com/itm/224874369396?epid=5026512636&hash=item345b8e9174:g:SocAAOSw8uNiJpL-,False
286,358,GIGABYTE GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GVN105TD54GD),2022-03-07,150.0,https://www.ebay.com/itm/224874367921?epid=5026512636&hash=item345b8e8bb1:g:hJ0AAOSwW6piJpJj,False
287,359,ASUS GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (PHGTX1050TI4G),2022-03-07,135.5,https://www.ebay.com/itm/304377754305?epid=18036427347&hash=item46de53f2c1:g:95QAAOSwYcliHUs2,False
288,361,Open Box - Gigabyte Geforce GTX 1050 Ti 4GB GDDR5 128 Bit PCI-E Graphic Card,2022-03-07,179.99,https://www.ebay.com/itm/363753357514?epid=5026512636&hash=item54b163c0ca:g:k-MAAOSwgg5iJCo8,False
289,362,MSI GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card (GTX1050TI4GTOC),2022-03-07,152.5,https://www.ebay.com/itm/175180805290?epid=22025879252&hash=item28c996f4aa:g:g5sAAOSwVAhiHXe7,False
290,364,ASUS NVIDIA GeForce GTX 1050 TI STRIX OC Gaming 4gb Gddr5 *FULLY TESTED*,2022-03-07,152.5,https://www.ebay.com/itm/125175004845?epid=5026729071&hash=item1d2502fead:g:lCMAAOSwpzJiHKs8,False
